"Translation Info:
#---------------------------
762,5,93,"İman edip salih amel işleyenler; sakınıp/takvalı olup, iman eder ve salih ameller işlerseler (haram olmadan) önce tatmış olduklarından ötürü onlara bir günah yoktur. Sonra iman etmeye, takvalı olup iyiliklerde bulunmaya devam ederlerse, işte Allah böyle iyilik yapanları sever.",""
763,5,94,"Ey iman edenler! Andolsun Allah sizleri, ellerinizin ve mızraklarınızın erişebileceği av(lar) ile elbette imtihan edecek ki, görmediği halde kendisinden korkanı ayırıp meydana çıkarsın. Bu (uyarıdan) sonra kim sınırı aşarsa, onun için elem dolu bir azap vardır.",""
764,5,95,"Ey iman edenler! İhramlı iken av hayvanını öldürmeyin. Sizden kim bilerek onu öldürürse; cezası, içinizden adalet sahibi iki kimsenin hükmüyle, Kâbe'ye ulaştırılacak kurban olarak (koyun, keçi, inek ve deve gibi) (avladığının) benzeri bir hayvandır. Ya da yoksulları doyurma keffaretidir veya buna denk gelecek kadar oruç tutmasıdır. Böylelikle, işlediğinin vebalini tatmış olur. Allah, geçmişte olanı affetmiştir. Fakat kim bir daha böyle yaparsa, Allah ondan intikam alır. Allah mutlak galiptir, intikam sahibidir.",""
765,5,96,"Deniz avı ve onu yemek size de yolculara da geçimlik olarak helal kılınmıştır. İhramlı bulunduğunuz sürece kara avı size haram kılınmıştır. Huzurunda toplanacağınız Allah’a karşı gelmekten sakının.",""
766,5,97,"Allah Kâ’be’yi, Beyt-i Haram’ı, Haram ayları, kurbanı ve boyunları gerdanlıklı kurbanlıkları da insanlar için bir kıyâm/ ayakta kalma (ve canlanma) sebebi kıldı. Bunlar, Allah’ın göklerde ve yerde olan her şeyi bildiğini ve Allah’ın her şeyi en iyi bilen olduğunu sizin de bilmeniz içindir.",""
767,5,98,"Bilin ki, Allah’ın cezası çetindir ve Allah çok bağışlayandır, çok merhamet edendir.",""
768,5,99,"Rasûlün görevi ancak tebliğdir. Açıkladığınızı da gizlediğinizi de Allah bilir.",""
769,5,100,"De ki: “Pis ile temiz bir olmaz. Pisin çokluğu hoşuna gitse bile.” Ey akıl sahipleri! Allah’a karşı gelmekten sakının ki kurtuluşa eresiniz.",""
770,5,101,"Ey iman edenler! Size açıklandığı takdirde sizi üzecek olan şeylere dair soru sormayın. Eğer Kur’an indirilirken bunlara dair soru sorarsanız size açıklanır. (Hâlbuki) Allah onları bağışlamıştır. Allah, çok bağışlayandır, Halîm'dir. (Hemen cezalandırmaz, mühlet verir.)",""
771,5,102,"Sizden önceki bir millet o tür şeyleri sordu da sonra o yüzden kâfir oldu.",""
772,5,103,"Allah, ne “Bahîre”, ne “Sâibe”, ne “Vasîle”, ne de “Hâm” diye bir şey meşru kılmıştır. Fakat, o kâfirler Allah’a karşı yalan uyduruyorlar. Zaten çoklarının aklı da ermez.",""
773,5,104,"Onlara, “Allah'ın indirdiği kitaba uyunuz!” dendiği zaman, “Hayır, biz atalarımızın yoluna uyarız” derler. Ya ataları akıl erdiremeyen ve doğru yolda olmayan kimseler idiyseler?",""
774,5,105,"Ey iman edenler! Siz kendinizden sorumlusunuz. Siz hidayette olursanız, doğru yoldan sapan kimse size zarar veremez. Hepinizin dönüşü Allah’adır. Yapmakta olduklarınızı o size haber verecektir.",""
775,5,106,"Ey iman edenler! Birinizin ölümü yaklaştığı zaman, vasiyet sırasında aranızda şahitlik (edecek olanlar) sizden adaletli iki kişidir. Yahut seferde olup da başınıza ölüm musibeti gelirse, sizin dışınızdan başka iki kişi şahitlik eder. Eğer şüphe ederseniz, onları namazdan sonra alıkorsunuz da Allah adına, “Akraba da olsa, şahitliğimizi hiçbir karşılığa değişmeyiz. Allah için yaptığımız şahitliği gizlemeyiz. Gizlediğimiz takdirde, şüphesiz günahkârlardan oluruz.” diye yemin ederler.",""
776,5,107,"(Eğer sonradan) o ikisinin (yalan söyleyerek) günaha düştükleri belli olursa, ölenin yakınlarından diğer iki kişi onların yerine geçerler ve; “Bizim şahitliğimiz, bu ikisinin (yalancı) şahitliğinden (kabul olma hususunda) daha geçerlidir. Biz (kimsenin hakkına) tecavüz etmedik, aksi takdirde biz, elbette zalimlerden oluruz"" diye Allah'a yemin ederler.",""
777,5,108,"Bu, (hüküm), şahitliği gerektiği şekilde yapmaya, yahut yeminlerinden sonra, yeminlerin (mirasçılar tarafından) reddedilmesinden korkmalarına (çekinmelerine çare olarak) daha uygundur. Allah’a karşı gelmekten sakının ve dinleyin. Allah, fasık toplumu doğruya iletmez.",""
778,5,109,"Allah peygamberleri toplayacağı gün: “Size ne cevap verildi?” buyuracak, onlar da: “Bizim hiçbir bilgimiz yok. Şüphesiz gaybları çok iyi bilen ancak sensin.” diyecekler.",""
779,5,110,"Allah o zaman şöyle diyecek: “Ey Meryemoğlu İsâ, senin üzerindeki ve annenin üzerindeki nimetimi hatırla. Hani ben, seni Ruhu’l-Kudüs (Cebrâil) ile desteklemiştim. Beşikteyken de, yetişkin iken de insanlarla konuşuyordun. Hani sana kitabı (yazıyı), hikmeti, Tevrat’ı ve İncil’i de öğretmiştim. Hani benim iznimle çamurdan bir kuş suretine benzer bir şeyi yapıyordun; ona üfürüyordun da iznimle (canlı) bir kuş oluveriyordu. Anadan doğma körü, abrası (alaca hastalığına yakalanmışı) da yine benim iznimle iyi ediyordun. Yine benim iznimle ölüleri (kabirlerinden diri olarak) çıkartıyordun. Ve hani İsrailoğulları'nı kendilerine apaçık mûcizelerle geldiğin zamanda senden (zarar vermelerini engelleyerek) çekmiştim de içlerinden kâfir olanları; “Bu apaçık bir sihirden başka bir şey değildir” demişlerdi.",""
780,5,111,"Hani Havârilere: “Bana ve rasûlüme iman edin!” diye vahiy etmiştim de: “İman ettik. Gerçekten müslümanlar olduğumuza sen de şâhid ol!” demişlerdi.",""
781,5,112,"Hani Havâriler: “Ey Meryemoğlu İsâ! Rabbin gökten bize bir sofra indirebilir mi?” demişlerdi. O: “Eğer iman edenlerdenseniz, Allah’tan korkun!” demişti.",""
782,5,113,"Havariler ise: ""Ondan yemek istiyoruz, (böylece) kalplerimiz mutmain olsun ve bize doğruyu söylediğini bilelim ve buna şahitlerden olalım."" demişlerdi.",""
783,5,114,"Meryemoğlu İsâ: ""Allah’ım! Rabbimiz, gökten bize bir sofra indir. Bu, hem bizim için, hem de öncemiz ve sonramız için bir bayram ve senden bir mucize olsun. Bizi rızıklandır. Sen, rızık verenlerin en hayırlısısın."" dedi.",""
784,5,115,"Allah buyurdu ki: “Gerçekten ben onu size indireceğim. Ama bundan sonra sizden kim kâfir olursa, ben onu alemlerden kimseyi azaplandırmayacağım bir azapla azablandıracağım.”",""
785,5,116,"Allah, “Ey Meryem oğlu İsa! İnsanlara, “Beni ve annemi Allah'ı bırakarak iki ilah edinin, diye sen mi söyledin?” dediğinde, “Münezzehsin sen, hakkım olmayan bir sözü söylemek bana yakışmaz. Eğer bunu söylediysem, mutlaka sen onu bilirsin. Sen bende olanı bilirsin, ama ben sende olanı bilmem. Gerçekten gaipleri bilen sadece sensin” dedi.",""
786,5,117,"“Ben onlara, sadece bana emrettiğin şeyi söyledim. Benim de Rabbim, sizin de Rabbiniz olan Allah’a ibadet edin (dedim.) Aralarında bulunduğum sürece onlara şahit oldum. Ama beni içlerinden aldığında, artık üzerilerine gözetleyici yalnız sen oldun. Sen, her şeye hakkıyla şahitsin.”",""
787,5,118,"Eğer onlara azap edersen, onlar şüphesiz senin kullarındır. Şayet onları bağışlarsan, şüphesiz sen Aziz ve Hakim olansın.",""
788,5,119,"Allah, şöyle diyecek: “Bugün, doğrulara, doğruluklarının yarar sağlayacağı gündür.” Onlara içinden ırmaklar akan, içinde ebedî kalacakları cennetler vardır. Allah, onlardan razı olmuş, onlar da Allah’tan razı olmuşlardır. İşte bu büyük başarıdır.",""
789,5,120,"Göklerin, yerin ve içindekilerin mülkü Allah’a aittir. O her şeye kadirdir.",""
790,6,1,"Hamd, gökleri ve yeri yaratan, karanlıkları ve aydınlığı var eden Allah’a mahsustur. Böyle iken kâfirler Rablerine (ibadet etmede başkalarını) denk tutuyorlar.",""
791,6,2,"O, sizi çamurdan yaratan, sonra da bir ecel tayin edendir. Bir de O'nun katında belirli bir ecel (kıyamet günü) vardır. Siz ise hâlâ şüphe ediyorsunuz.",""
792,6,3,"O, göklerin ve yerin Allah'ıdır. Gizlinizi ve açığınızı bilir; kazanmakta olduğunuz şeyleri de bilir.",""
793,6,4,"Onlara Rabblerinin âyetlerinden bir âyet gelse mutlaka ondan yüz çevirirler.",""
794,6,5,"İşte onlar, hak kendilerine geldiğinde onu yalanladılar. Fakat kendisiyle alay etmekte oldukları şeyin haberleri yakında onlara gelecektir.",""
795,6,6,"Bizim, kendilerinden önce nice nesilleri yok ettiğimizi görmediler mi? Onları, sizi yerleştirmediğimiz bir şekilde yeryüzünde yerleştirmiş (imkan ve iktidar vermiş), gökten üzerlerine bol bol yağmur indirmiş, altlarından ırmaklar akıtmıştık. Böyle iken günahları yüzünden onları helâk ettik ve arkalarından başka bir nesil yarattık.",""
796,6,7,"Eğer Biz sana kağıt üzerinde yazılı bir kitap indirseydik, onlar da o kitaba elleriyle dokunsalardı yine de kâfir olanlar: “Bu yalnızca bir sihirdir.” derlerdi.",""
797,6,8,"""Ona ne diye bir melek indirilmedi?” dediler. Eğer biz bir melek indirseydik (iman etmemeleri halinde) herhalde iş bitirilmiş olurdu. Ve sonra kendilerine (azıcık) bir süre (bile) verilmezdi.",""
798,6,9,"Eğer (Rasûlü) melek kılsaydık, yine bu (meleği) bir adam şeklinde kılar ve onları yine içinde bulundukları şüpheye düşürmüş olurduk.",""
799,6,10,"Andolsun, senden önce de birçok peygamberle alay edildi de içlerinden alay edenleri, o alaya aldıkları şey kuşatıverdi.",""
800,6,11,"De ki: “Yeryüzünde gezip dolaşın; sonra da yalanlayanların sonu nice oldu, bir bakıverin.”",""
801,6,12,"Yine de ki: “Göklerde ve yerde olanlar kimindir?” De ki: “Allah’ındır. O, rahmet etmeyi kendi üzerine yazmıştır. Hakkında hiçbir şüphe bulunmayan kıyamet günü sizi elbette bir araya toplayacaktır. Kendilerini hüsrana sokanlar, işte onlar iman etmezler.""",""
802,6,13,"Gecenin ve gündüzün içinde barınan her şey Onundur. O, her şeyi işitendir, her şeyi bilendir.",""
803,6,14,"De ki: ""Gökleri ve yeri yoktan yaratan, doyuran fakat doyurulmayan Allah’tan başkasını mı dost edineceğim."" De ki: “Ben İslâm’a girenlerin ilki olmakla emrolundum ve (bana:) sakın müşriklerden olma! (denildi).”",""
804,6,15,"De ki: Eğer Rabbime isyan edersem, elbette ben büyük bir günün azabından korkarım!",""
805,6,16,"O gün kim azaptan kurtarılırsa, gerçekten Allah ona rahmet etmiştir. İşte apaçık kurtuluş budur.",""
806,6,17,"Allah sana bir zarar dokundursa, onu yine kendisinden başka açacak yoktur ve eğer sana bir hayır dokundursa, kuşkusuz O, her şeye kadirdir.",""
807,6,18,"O, kullarının üstünde kâhir/yegane tasarruf sahibidir O, hüküm ve hikmet sahibidir, (her şeyden) hakkıyla haberdardır.",""
808,6,19,"De ki: “Şahitlik bakımından hangi şey daha büyüktür?” De ki: “Allah benimle sizin aranızda şahittir. İşte bu Kur’an bana, onunla sizi ve eriştiği herkesi uyarayım diye vahyolundu. Gerçekten siz mi Allah ile beraber başka ilâhlar olduğuna şahitlik ediyorsunuz?” De ki: “Ben şahitlik etmem.” De ki: “(İbadete layık) tek (hak) ilahtır ve şüphesiz ben sizin Allah’a ortak koştuğunuz şeylerden uzağım.”",""
809,6,20,"Kendilerine kitap verdiğimiz kimseler onu kendi öz oğullarını tanıdıkları gibi tanırlar. Kendilerini hüsrana uğratanlar ise iman etmezler.",""
810,6,21,"Allah’a karşı yalan uydurandan ya da O’nun âyetlerini yalanlayandan daha zalim kim olabilir? Şüphesiz ki, zalimler kurtuluşa eremez.",""
811,6,22,"O gün onların hepsini toplayacağız; sonra da Allah’a şirk koşanlara diyeceğiz ki: “İddia etmiş olduğunuz ortaklarınız nerede?""",""
812,6,23,"Sonra onların (bu imtihana) mazeretleri: ""Rabbimiz Allah'a yemin olsun ki, biz ortak koşanlar olmadık!"" demekten başka bir şey olmayacaktır.",""
813,6,24,"Kendilerine karşı nasıl yalan söylediklerine bir bak ve uydurdukları (ilahları) onları nasıl yüzüstü bırakıp kayboluverdi?",""
814,6,25,"İçlerinden sana kulak verenler vardır. Halbuki Biz, onu anlayamasınlar diye kalblerine perdeler, kulaklarına ağırlık koyduk. Her türlü ayeti/mucizeyi görseler de ona yine iman etmezler. Hatta sana gelseler seninle mücadele ederler. O kâfirler: “Bu (Kur’ân), eskilerin masallarından başka bir şey değildir.” derler.",""
815,6,26,"Onlar, hem (halkı) ona uymaktan alıkoyar, hem kendileri de ondan uzaklaşırlar. Sonuçta kendilerini helak ederler de farkında olmazlar.",""
816,6,27,"Ateşin karşısında durdurulup da, “Ah! Keşke dünyaya geri döndürülsek de Rabbimizin âyetlerini yalanlamasak ve Mü’minlerden olsak.” dedikleri vakit (hâllerini) bir görsen!",""
817,6,28,"Hayır! Daha önce gizlemekte oldukları şeyler kendilerine göründü. Eğer (dünyaya) geri gönderilseler yine kendilerine yasak edilen şeylere döneceklerdir. Zira onlar gerçekten yalancıdırlar.",""
818,6,29,"Onlar: “Bu (hayat), ancak dünya hayatımızdır. Biz diriltilecek de değiliz.” dediler.",""
819,6,30,"Rablerinin huzurunda durduruldukları zaman, sen onları bir görsen: O vakit Allah onlara, bu yeniden dirilme olayı gerçek değil miymiş? diyecek, onlar da “Rabbimize andolsun ki, evet” diyeceklerdir (Allah): “Öyleyse inkâr etmekte olduğunuzdan dolayı tadın azabı!” diyecek.",""
820,6,31,"Allah ile karşılaşmayı yalanlayanlar hüsrana uğramışlardır. Kıyamet ansızın onların başına geldiği zaman; “Dünyada işlediğimiz kusurlardan dolayı yazıklar olsun bize!” derler. Sırtlarında da günahlarını taşırlar. Dikkat edin! O yüklenip taşıdıkları ne kötüdür.",""
821,6,32,"Dünya hayatı bir oyun ve eğlenceden başka bir şey değildir. Ahiret yurdu, takva sahipleri için elbette daha hayırlıdır. Hâlâ akıl etmez misiniz?",""
822,6,33,"Onların söylediklerinin seni üzdüğünü elbette biliyoruz. Fakat onlar seni yalanlamıyorlar. O zalimler, bile bile Allah’ın ayetlerini inkâr ediyorlar.",""
823,6,34,"Andolsun ki, senden önce de birçok peygamberler yalanlanmıştı da, onlar yalanlanmalarına ve eziyet edilmelerine karşı sabretmişler ve nihayet kendilerine yardımımız yetişmişti. Allah’ın kelimelerini değiştirebilecek yoktur. Andolsun ki (önceki) peygamberlerin haberlerinden bir kısmı sana gelmiştir.",""
824,6,35,"Eğer onların yüz çevirmeleri sana ağır geldiyse, bir tünel açıp yerin dibine inerek yahut göğe de bir merdiven dayayıp onlara bir âyet getirmeye gücün yeterse (hiç durma yap)! Eğer Allah dileseydi, elbette onları hidayet üzere toplardı. O halde sakın cahillerden olma!",""
825,6,36,"(Davete), ancak (bütün kalpleriyle) kulak verenler uyar. Ölüleri ise Allah diriltecektir. Sonra yalnız O’na döndürüleceklerdir.",""
826,6,37,"“Rabbinden ona bir âyet (mûcize) indirilseydi ya!” dediler. De ki: Allah, bir mucize indirmeye elbette kadirdir. Fakat onların çoğu bilmezler.",""
827,6,38,"Yeryüzünde gezen her türlü canlı ve (gökte) iki kanadıyla uçan bütün kuşlar, ancak sizin gibi birer ümmettirler. Biz o Kitap'ta hiçbir şeyi eksik bırakmadık; sonra (bütün bunlar) Rablerinin huzurunda toplanırlar.",""
828,6,39,"Ayetlerimizi yalanlayanlar, karanlıklar içinde kalmış sağır ve dilsizlerdir. Allah dilediğini saptırır, dilediğini de dosdoğru yol üzerinde tutar.",""
829,6,40,"De ki: “Söyleyin bakalım. Acaba size Allah’ın azabı gelse veya size kıyamet saati gelip çatsa, siz Allah’tan başkasını mı çağırırsınız? Eğer (putların size yararı dokunduğu iddianızda) doğru söyleyenlerseniz (haydi onları yardıma çağırın).",""
830,6,41,"Hayır, yalnız O’na yalvarırsınız. O da dilerse (kaldırılması için) yalvardığınız şeyi giderir; siz de şirk koştuğunuz şeyleri unutursunuz.",""
831,6,42,"Andolsun, senden önce de ümmetlere peygamberler gönderdik ve belki yalvarırlar diye kendilerini darlık ve sıkıntıya soktuk.",""
832,6,43,"Hiç olmazsa azabımız kendilerine gelince boyun eğip yalvarmaları gerekmez miydi? Fakat, kalpleri katılaşmış ve Şeytan, yaptıklarını kendilerine güzel göstermişti.",""
833,6,44,"Verilen öğütleri unuttukları bir sırada, her şeyin kapılarını onlara açtık. Kendilerine verilenler ile şımarıp azdıkları zaman, onları ansızın bütün ümitlerini yitirmiş bir halde yakaladık.",""
834,6,45,"Böylece o zalim toplumun kökü kesildi. Hamd, alemlerin Rabbi Allah'a mahsustur.",""
835,6,46,"De ki: Söyleyin bana! Allah, kulaklarınızı ve gözlerinizi alsa, kalplerinizi de mühürlese, Allah’tan başka onu size geri getirecek ilâh kimdir? Ayetleri nasıl açıkladığımıza bir bak, sonra da onlar nasıl yüz çeviriyorlar.",""
836,6,47,"De ki: “Bana haber verin. Eğer Allah’ın azabı size ansızın yahut açıktan açığa gelip çatsa, zâlimler topluluğundan başkası helâk olur mu?”",""
837,6,48,"Biz, peygamberleri yalnız müjdeciler ve uyarıcılar olarak göndeririz. Kim iman edip, salih amel işlerse o kimselere bir korku yoktur ve onlar üzülmeyeceklerdir.",""
838,6,49,"Âyetlerimizi yalanlayanlara gelince; onlara, yapmış oldukları fısk sebebiyle azap dokunacaktır.",""
839,6,50,"De ki: “Ben size yanımda Allah’ın hazineleri vardır, demiyorum. Ben gaybı da bilmem. Size, şüphesiz ben bir meleğim de demiyorum. Ben, ancak bana vahyolunan (Kur’an) a uyarım.” De ki: “Hiç görmeyenle gören bir olur mu? Hiç düşünmüyor musunuz?”",""
840,6,51,"Rablerinin huzurunda toplanacaklarından korkanları (Kur'an) ile uyar ki onların, Rablerinden başka ne bir veli, ne de bir şefaatçisi vardır. Umulur ki sakınırlar.",""
841,6,52,"Rablerinin rızasını isteyerek sabah akşam O’na dua edenleri yanından uzaklaştırma. Onların hesabından senin üzerinde bir şey (yükümlülük), senin hesabından da onların üzerine bir şey (yükümlülük) yoktur ki onları kovarsan o takdirde zâlimlerden olursun.",""
842,6,53,"Böylece, “Allah, aramızdan bunlara mı (hidayet vererek) ihsanda bulundu?” desinler diye onları birbiriyle sınadık. Allah, şükredenleri en iyi bilen değil midir?",""
843,6,54,"Ayetlerimize iman edenler yanına geldikleri zaman de ki: ""Selam size! Rabbiniz, rahmet etmeyi kendi üzerine yazmıştır. İçinizden kim cahillikle bir kötülük işler de ardından tevbe edip salih ameller işlerse, şüphesiz Allah çokça bağışlayandır, çokça merhamet edendir.""",""
844,6,55,"Günahkârların yolu iyice belli olsun diye âyetleri işte böyle apaçık bir şekilde açıklıyoruz.",""
845,6,56,"De ki: “Sizin, Allah’tan başka ibadet ettiğiniz şeylere ibadet etmem bana kesinlikle yasaklandı. Ben sizin arzularınıza uymam. (Uyarsam) o takdirde sapmış olurum, hidayete erenlerden olmam.”",""
846,6,57,"De ki: “Şüphesiz ben Rabbimden gelmiş apaçık bir delil üzerindeyim. Siz ise onu yalanladınız. Sizin acele gelmesini istediğiniz şey (azap), benim yanımda değildir. Hüküm yalnız Allah’a aittir. O, hakkı haber verir. O, (hakkı batıldan) ayırt edenlerin en hayırlısıdır.”",""
847,6,58,"De ki: Sizin çabukça gelmesini istediğiniz şey benim yanımda olsaydı, benimle sizin aranızda iş elbette bitirilmiş olurdu. Allah, zalimleri en iyi bilendir.",""
848,6,59,"Gaybın anahtarları O’nun yanındadır. Onları, kendisinden başkası bilmez. Karada ve denizde olan her şeyi bilir. Onun ilmi olmadan hiçbir yaprak düşmez ve yerin karanlıklarında hiçbir tane, hiçbir yaş ve hiçbir kuru yoktur ki apaçık bir kitapta bulunmasın.",""
849,6,60,"O, geceleyin sizi öldüren (ölümü andıran bir halde uyutan), gündüz de ne işlediğinizi bilendir. Sonra belirlenmiş ecel tamamlansın diye gündüzün sizi dirilten (uyandıran) O'dur. Sonra dönüşünüz yine O'nadır. Sonunda O, yaptıklarınızı size haber verecektir.",""
850,6,61,"O, kullarının üstünde yegâne hâkimiyet sahibidir. Üzerinize de koruyucu melekler gönderir. Nihayet birinize ölüm geldiği vakit (görevli) elçilerimiz onun canını alır ve onlar görevlerinde asla kusur etmezler.",""
851,6,62,"Sonra gerçek mevlâları olan Allah’a döndürülürler. Dikkat edin, hüküm O’na aittir. O, hesap görenlerin en hızlısıdır.",""
852,6,63,"De ki: “Bizi bundan (bu güç durumdan) kurtarırsa elbette şükredenlerden olacağız; diye kendisine gizli ve açık olarak yalvarıp yakardığınız zaman karanın ve denizin karanlıklarından sizi kim kurtarır?”",""
853,6,64,"De ki: Sizi ondan ve bütün sıkıntılardan kurtaracak olan Allah’tır. Böyle olduğu halde siz yine de şirk koşuyorsunuz.",""
854,6,65,"De ki: ""Üzerinizden veya ayaklarınızın altından bir azap göndermeye ya da sizi gruplara ayırarak kiminizin şiddetini kiminize (savaş ve fitne ile) tattırmaya kadîr olan O’dur. (ibret alıp) anlasınlar diye ayetlerimizi nasıl açıkladığımıza bir bak!""",""
855,6,66,"O (Kur’an) hak olduğu hâlde, kavmin onu yalanladı. De ki: “Ben size vekil (gözcü) değilim.”",""
856,6,67,"Her haberin gerçekleşeceği bir zaman vardır. İleride anlayacaksınız.",""
857,6,68,"Âyetlerimiz hakkında ileri geri konuşmaya dalanları gördüğün vakit başka bir söze dalıncaya kadar onlardan yüz çevir, uzaklaş. Şayet Şeytan sana unutturursa hatırladıktan sonra (kalk), o zalimler grubu ile beraber oturma.",""
858,6,69,"Allah’tan sakınıp, takvalı olanlara, zalimlerin hesabından hiçbir sorumluluk yoktur. Fakat, Allah’tan sakınıp takvalı olmaları için (onlara) bir öğüt verme vardır.",""
859,6,70,"Dinlerini oyun ve eğlence edinenleri ve dünya hayatı kendilerini aldatmış olanları bırak. Allah’dan başka bir dost ve bir şefâatçısı olmayan her bir nefsin, kazandıkları (günahlar) yüzünden helâke sürüklenmemesi için sen onunla (Kur’ân’la) öğüt ver.(Kurtuluşu için) her türlü fidyeyi verse de bu ondan kabul edilmez. İşte onlar kazandıkları yüzünden helâke sürüklenmiş kimselerdir. Küfre saplanıp kalmalarından dolayı onlara kaynar bir içecek ve elem dolu bir azap vardır.",""
860,6,71,"De ki: “Allah’ı bırakıp bize fayda ve zarar vermeyen şeylere mi ibadet edelim? Allah bizi hidâyete kavuşturduktan sonra ökçelerimiz üzerine gerisin geriye mi döndürülelim?"" Hani arkadaşları: “Bize gel!” diye hidâyete çağırdıkları halde, yeryüzünde şaşkın şaşkın dolaşırken, Şeytanların saptırdıkları kimse gibi mi olalım?” De ki: “Asıl hidâyet Allah’ın gösterdiği doğru yoldur. Ve biz âlemlerin Rabbine teslim olmakla emrolunduk.”",""
861,6,72,"Bir de bize; “Namazı dosdoğru kılın ve Allah’a karşı gelmekten sakının” diye emrolundu. O, huzurunda toplanacağınız Allah’tır.",""
862,6,73,"O, gökleri ve yeri hak ile yaratandır. O’nun “ol!” diyeceği (kıyamet) günü her şey oluverir. O’nun sözü haktır. Sûr’a üfürüleceği günde mülk (ve hakimiyet) yalnız O’nundur. Görüneni de görünmeyeni de bilendir. O Hakîm'dir, her şeyden haberdar olandır.",""
863,6,74,"Hani İbrahim, babası Âzer’e: “Sen putları ilâh mı ediniyorsun? Şüphesiz, ben seni de, kavmini de apaçık bir sapıklık içinde görüyorum.” demişti.",""
864,6,75,"Biz, İbrahim’e yakinen bilip iman edenlerden oluversin diye göklerin ve yerin mülkünü böylece gösterdik.",""
865,6,76,"Üzerine gece karanlığı basınca, bir yıldız gördü. “İşte Rabbim!” dedi. Yıldız batınca da, “Ben öyle batanları sevmem” dedi.",""
866,6,77,"Ay’ı doğarken görünce de, “İşte Rabbim!” dedi. Ay da batınca, “Andolsun ki, Rabbim bana doğru yolu göstermezse, mutlaka ben de sapıklardan olurum” dedi.",""
867,6,78,"Güneşi doğarken görünce de: “İşte benim Rabbim! Bu daha büyük” dedi. O da batınca (kavmine dönüp), “Ey kavmim! Ben sizin Allah’a ortak koştuğunuz şeylerden uzağım.” dedi.",""
868,6,79,"“Ben, hakka yönelen birisi olarak yüzümü, gökleri ve yeri yaratana döndürdüm. Ben, Allah’a şirk koşanlardan değilim.”",""
869,6,80,"Kavmi ona karşı delil getirmeye kalkıştı. O da dedi ki: “(Allah) beni doğru yola iletmişken Allah hakkında benimle tartışmaya mı kalkışıyorsunuz? Hem sizin O’na ortak koştuklarınızdan ben korkmam; ancak Rabbimin bir şey dilemiş olması başka. Rabbimin ilmi her şeyi kuşatmıştır. Hâlâ düşünüp öğüt almayacak mısınız?",""
870,6,81,"“Allah’ın size, hakkında hiçbir delil indirmediği şeyleri O’na şirk koşmaktan korkmuyorsunuz da, ben sizin şirk koştuğunuz şeylerden ne diye korkayım? Öyle ise iki taraftan hangisi güvende olmaya daha lâyıktır? Eğer biliyorsanız (haydi söyleyin!)",""
871,6,82,"İman edenler ve imanlarına zulüm karıştırmayanlara gelince; işte emniyet onlar içindir, hidayete erenler de onlardır.",""
872,6,83,"İşte bu, kavmine karşı İbrahim’e verdiğimiz hüccetimizdir. Biz, dilediğimiz kimselerin derecelerini yükseltiriz. O, Hakim ve her şeyi bilendir.",""
873,6,84,"İbrahim’e, İshak ve Yakub’u bağışladık, her birini de hidayete erdirdik. Daha önce Nuh’u hidayete erdirmiştik. O’nun soyundan Davud, Süleyman, Eyyub, Yusuf, Musa ve Harun’u da hidayete erdirmiştik. İşte iyileri biz böyle mükâfatlandırırız.",""
874,6,85,"Zekeriyya’ya, Yahyâ’ya, İsâ’ya, İlyas’a da (hidâyet verdik). Hepsi salihlerdendi.",""
875,6,86,"İsmail’e, Elyesa’ya,Yûnus’a ve Lût’a da (hidâyet verdik). Her birini alemlere üstün kıldık.",""
876,6,87,"Onların babalarından, zürriyetlerinden ve kardeşlerinden bazılarını da (hidâyete erdirdik). Onları seçtik ve onları doğru bir yola da ilettik.",""
877,6,88,"Bu Allah’ın hidâyetidir. O, kullarından kimi dilerse onunla hidâyete erdirir. Eğer onlar dahi şirk koşsalardı, yaptıkları her şey boşa giderdi.",""
878,6,89,"Onlar, kendilerine kitap, hikmet ve nübüvvet verdiğimiz kimselerdir. Şimdi bunlar (Kureyşliler) onları inkâr edip, küfre sapıyorlarsa biz de yerlerine onları inkâr edip, küfre sapmayan bir topluluğu onlara vekil kılarız.",""
879,6,90,"İşte bunlar Allah’ın hidâyet ettiği kimselerdir. O halde sen de onların hidâyetlerine uy. De ki: “Ben buna karşılık sizden bir ücret istemiyorum. Bu, alemlere bir öğütten başka bir şey değildir.”",""
880,6,91,"Allah’ın bir kimseye, hiçbir şey indirmediğini söyleyerek, Allah’ın kadrini gereği gibi bilemediler. De ki: Öyleyse Musa’nın insanlar için aydınlatıcı ve yol gösterici olarak getirdiği, o kitabı kim indirdi? Siz onu parça parça kâğıtlara (yazıyor) bir kısmını açıklıyor, çoğunu da gizliyorsunuz. Sizin de atalarınızın da bilemediği şeyler (Kur'an'la) size öğretilmiştir. “Allah'dır” (onu indiren) de, sonra onları bırak da daldıkları sapıklarında oynayadursunlar.",""
881,6,92,"İşte bu (Kur’an) da, bereket kaynağı, kendinden öncekileri (ilâhî kitapları) tasdik eden ve şehirler anasını (Mekke’yi) ve bütün çevresini (tüm insanlığı) uyarasın diye indirdiğimiz bir kitaptır. Ahirete iman edenler, ona iman eder ve onlar namazlarına da devam ederler.",""
