"Translation Info:
#---------------------------
560,4,67,"67. Iyo biza kuba bityo (bakoze ibyo basabwa), rwose twari kubaha ingororano zihambaye ziduturutseho,",""
561,4,68,"68. Kandi twari no kubayobora inzira igororotse.",""
562,4,69,"69. Kandi abumvira Allah n’Intumwa (Muhamadi), abo bazaba bari kumwe (mu ijuru) n’abo Allah yahundagajeho inema ze; (barimo) abahanuzi, abemeye by’ukuri, abaguye ku rugamba baharanira inzira ya Allah ndetse n’intungane. Abo ni bo nshuti nziza!",""
563,4,70,"70. Izo ni ingabire zituruka kwa Allah, kandi Allah arahagije kuba ari Umumenyi uhebuje.",""
564,4,71,"71. Yemwe abemeye! Mujye mwitonda (mu kwitegura umwanzi); mujye mujya ku rugamba mu matsinda atandukanye cyangwa mugendere hamwe.",""
565,4,72,"72. Mu by’ukuri, muri mwe hari utinda kujya ku rugamba, maze mwagerwaho n’akaga (gutsindwa), akavuga ati “Rwose Allah yampundagajeho inema (yandinze) kuba ntari kumwe na bo.”",""
566,4,73,"73. Ariko iyo mugezweho n’ingabire ziturutse kwa Allah (intsinzi), rwose avuga -nk’aho nta rukundo ruri hagati yanyu na we- ati “Iyo nza kuba hamwe na bo nari kubona ubutunzi buhambaye (iminyago)!”",""
567,4,74,"74. Bityo ba bandi bemeye guhara ubuzima bw’isi bakabugurana imperuka (abemera) nibarwane mu nzira ya Allah, kandi urwana mu nzira ya Allah akicwa cyangwa agatsinda, tuzamuhemba ibihembo bihambaye.",""
568,4,75,"75. Ni iki kibabuza kurwana mu nzira ya Allah mu gihe mubona abanyantege nke mu bagabo, abagore n’abana (barenganywa, batakamba) bavuga bati “Nyagasani wacu! Dukure muri uyu mudugudu (kuko) bene wo ari inkozi z’ibibi, kandi uduhe umurinzi uturutse iwawe, ndetse unaduhe umutabazi uturutse iwawe.”",""
569,4,76,"76. Abemera barwana mu nzira ya Allah, naho abahakanyi bakarwana mu nzira ya Shitani. Ngaho nimurwanye abambari ba Shitani; mu by’ukuri imigambi ya Shitani ntishinga.",""
570,4,77,"77. Ese ntiwamenye (yewe Muhamadi) ba bandi babwiwe bati “Mureke kurwana ahubwo muhozeho iswala[63], munatange amaturo”, ariko ubwo bategekwaga kurwana, ni bwo agatsiko muri bo katinye abantu nk’uko kagatinye Allah cyangwa se birenzeho. Karavuga kati “Nyagasani wacu! Kuki udutegetse kurwana? Iyaba wari uturetseho igihe gito!” Vuga uti “Ibyishimo by’isi ni iby’igihe gito, naho imperuka ni nziza k’utinya (Allah), kandi ntimuzahuguzwa habe na Fatiila [64]”","[63] Reba uko twasobanuye umurongo wa 3 muri iyi Surat.
[64] n’ikingana n’akadodo ko mu rubuto rw’itende"
571,4,78,"78. Aho muzaba muri hose urupfu ruzahabasanga, kabone n’ubwo mwaba muri mu nyubako z’imitamenwa. Kandi n’iyo bagezweho n’icyiza, baravuga bati “Iki giturutse kwa Allah”, naho bagerwaho n’ikibi, bakavuga bati “Iki kiguturutseho (wowe Muhamadi).” Vuga uti “Byose bituruka kwa Allah.” Ese kuki abantu batabasha gusobanukirwa ibyo babwirwa?",""
572,4,79,"79. Icyiza kikubayeho kiba giturutse kwa Allah, naho ikibi kikubayeho kiba kiguturutseho ubwawe. Twanakohereje (wowe Muhamadi) uri intumwa ku bantu, kandi Allah arahagije kuba Umuhamya.",""
573,4,80,"80. Uwumviye Intumwa (Muhamadi), mu by’ukuri aba yumviye Allah, naho uteye umugongo (aba yihemukiye); kandi ntabwo twakohereje kuba umurinzi wabo.",""
574,4,81,"81. Baranavuga bati “Turumvira”, ariko mwatandukana, agatsiko muri bo kakarara gacura umugambi uhabanye n’ibyo uvuga. Nyamara Allah yandika ibyo (ako gatsiko) kararamo. Bityo, birengagize uniringire Allah. Kandi Allah arahagije kuba Umuhagararizi.",""
575,4,82,"82. Ese ntibatekereza kuri Qur’an? Iyo iza kuba yaraturutse ku wundi utari Allah, rwose bari kuyisangamo ukwivuguruza kwinshi.",""
576,4,83,"83. N’iyo bagezweho n’inkuru itanga ihumure cyangwa ikangaranya (abantu) barayisakaza; nyamara iyo baza kuyigarura ku ntumwa (Muhamadi) n’abayobozi muri bo, rwose abasesenguzi muri bo bari kuyisobanukirwa (bakareba niba ari ngombwa kuyisakaza cyangwa niba atari ngombwa). Nyamara iyo bitaza kuba ingabire n’impuhwe bya Allah kuri mwe, mwari gukurikira Shitani usibye bake muri mwe.",""
577,4,84,"84. Maze ujye urwana mu nzira ya Allah -ntawe ubazwa (ibikorwa bye) uretse wowe ubwawe- ndetse ujye ushishikariza abemera (gufatanya na we urugamba) kugira ngo Allah ahagarike ubugome bw’abahakanyi. Kandi Allah ni we Munyembaraga zihebuje, akaba na Nyiribihano bikaze.",""
578,4,85,"85. Uzakorera (mugenzi we) ubuvugizi bwiza azabigiramo umugabane abihemberwa (kwa Allah), n'uzakorera mugenzi we ubuvugizi bubi azabona igeno ribi kuri bwo. Kandi Allah ni Umugenzuzi wa buri kintu.",""
579,4,86,"86. N’igihe muramukijwe mu ndamutso (nziza), mujye mwikiriza mu ndamutso iyiruta cyangwa musubize imeze nka yo. Mu by’ukuri, Allah ni Ubarura bihebuje buri kintu.",""
580,4,87,"87. Allah! Nta yindi mana ikwiye gusengwa mu kuri uretse We. Rwose azabakoranyiriza hamwe ku munsi w’imperuka udashidikanywaho. None se ni nde wavuga ukuri kurusha Allah?",""
581,4,88,"88. Ni kuki mucikamo ibice bibiri ku (byerekeye) indyarya kandi Allah yarazirekeye (mu buhakanyi) kubera ibyo zakoze? Ese murashaka kuyobora uwo Allah yarekeye mu buyobe? Kandi uwo Allah yarekeye mu buyobe ntiwamubonera inzira (imuyobora).",""
582,4,89,"89. Bifuza ko mwahakana nk’uko bahakanye, mukaba kimwe nka bo. Bityo ntimukagire abo mugira inshuti magara muri bo kugeza bimutse kubera Allah (bakajyana n’Intumwa y’Imana ku rugamba). Ariko nibatera umugongo, (ababarwanya) muzabafate mubice aho muzabasanga hose, kandi ntimuzagire n’umwe muri bo mugira inshuti cyangwa umutabazi,",""
583,4,90,"90. Uretse ba bandi bifatanya n’abantu mufitanye amasezerano (y’amahoro), cyangwa ababagana bafite imitima idashaka kubarwanya cyangwa kurwanya bene wabo. Kandi iyo Allah aza kubishaka, yari kubaha ububasha (n’imbaraga zirenze izanyu) maze bakabarwanya. Ariko nibabareka bakabaha amahoro (bagahagarika imirwano), bakishyira mu maboko yanyu, (mumenye ko) Allah nta burenganzira yabahaye (bwo kurwanya abatabarwanya).",""
584,4,91,"91. Muzabona abandi (muri abo bahakanyi bigira abemeramana) bashaka ko mubaha amahoro, ndetse (bakanigaragaza nk’abahakanyi) kuri bene wabo (b’abahakanyi) kugira ngo na bo babahe amahoro. Buri uko (bagenzi babo) babahamagariye gusubira mu buyobe barushaho kubujyamo. Bityo, nibatabareka ngo babahe amahoro, ngo banareke kubarwanya, icyo gihe muzabafate mubice aho muzabasanga hose. Abo ni bo twabahereye uburenganzira bugaragara (bwo kubarwanya).",""
585,4,92,"92. Ntibikwiye ku mwemera kwica umwemera (mugenzi we) keretse bimugwiririye. N’uwishe umwemera bimugwiririye, agomba kubohora umucakara w’umwemera ndetse akanatanga impozamarira ihabwa abo mu muryango w’uwishwe, keretse bayimurekeye (bakamubabarira). N’iyo uwishwe akomoka mu bantu muhanganye ku rugamba, we akaba yari umwemera, icyo gihe uwishe agomba kubohora umucakara w’umwemera. Naho iyo akomoka mu bantu mufitanye amasezerano y’amahoro, icyo gihe (uwishe) atanga impozamarira ihabwa abo mu muryango w’uwishwe akanabohora umucakara w’umwemera. Ariko utazagira ubushobozi (bwo kubohora umucakara), agomba gusiba amezi abiri akurikirana kugira ngo yicuze kuri Allah. Kandi Allah ni Umumenyi uhebuje, Nyirubugenge buhambaye.",""
586,4,93,"93. Naho uwica umwemera abigambiriye, igihano cye ni umuriro wa Jahanamu, azabamo ubuziraherezo; kandi Allah aramurakarira, akamuvuma ndetse yanamuteguriye ibihano bihambaye.",""
587,4,94,"94. Yemwe abemeye! Nimujya (kurwana) mu nzira ya Allah mujye mushishoza, kandi ntimukabwire uwo ari we wese ubahaye indamutso y’amahoro (abereka ko ari umwemera) muti “Ntabwo uri umwemera”; mugamije amaronko y’ubuzima bw’isi; nyamara kwa Allah hari ibyiza byinshi. Uko ni ko mwari mumeze mbere (mu ntangiriro za Isilamu, muhisha ukwemera kwanyu), maze Allah abagirira ubuntu (arabayobora); bityo mujye mushishoza. Mu by’ukuri, Allah ni Umumenyi uhebuje w’ibyo mukora.",""
588,4,95,"95. Bamwe mu bemera banze kujya ku rugamba badafite impamvu, ntibahwanye n’abaharanira inzira ya Allah bakoresheje imitungo yabo n’ubuzima bwabo. Allah yahaye urwego rwisumbuye abaharanira inzira ye bakoresheje imitungo yabo n’ubuzima bwabo, kurenza abanze kujya ku rugamba. Kandi buri wese (abajya ku rugamba n’abatajyayo bafite impamvu) Allah yabasezeranyije ibyiza, ariko abaharanira inzira ya Allah, yabahaye urwego rwisumbuye kurusha abatagiye ku rugamba, maze abahemba ibihembo bihambaye;",""
589,4,96,"96. (Ari byo): inzego (z’ikirenga mu ijuru), imbabazi ndetse n’impuhwe bimuturutseho. Kandi Allah ni Ubabarira bihebuje, Nyirimbabazi.",""
590,4,97,"97. Mu by’ukuri ba bandi bihemukiye, abamalayika babakuramo roho zabo bababwira bati “Mwari mu biki?” Bakabasubiza bati “Twari abanyantege nke tunatotezwa ku isi.” Hanyuma (abamalayika) bakababwira bati “Ese isi ya Allah ntiyari ngari ngo mwimukire ahandi?” Abo, ubuturo bwabo ni mu muriro wa Jahanamu kandi ni ryo herezo ribi,",""
591,4,98,"98. Uretse abanyantege nke mu bagabo, abagore n’abana badashoboye kwirwanaho cyangwa kuyoboka inzira (yo kwimuka).",""
592,4,99,"99. Abo Allah azabahanaguraho ibyaha, kandi Allah ni Uhanaguraho ibyaha, Umunyembabazi.",""
593,4,100,"100. N’uzimuka kubera idini rya Allah, aho yimukiye azahasanga umudendezo mwinshi n’ubukungu. Ndetse n’uzasohoka mu nzu ye yimutse kubera Allah n’Intumwa ye, hanyuma urupfu rukamugeraho (mbere y’uko agera ku cyo yari agamije), uwo igihembo cye azagisanga kwa Allah. Kandi Allah ni Ubabarira ibyaha bihebuje, Nyirimpuhwe.",""
594,4,101,"101. Kandi nimujya mu rugendo, nta kosa kuri mwe kugabanya iswala (umubare wa raka z’iswala) igihe mutinya ko abahakanyi babatera. Mu by’ukuri, abahakanyi ni abanzi banyu bagaragara.",""
595,4,102,"102. N’igihe (yewe Muhamadi) uzaba uri kumwe na bo (ku rugamba), ukabayobora mu iswala, icyo gihe itsinda rimwe muri bo rijye rihagararana na we mu iswala rinagumane intwaro zaryo. Nirimara kubama, rijye rijya inyuma yanyu mu birindiro, nuko haze irindi tsinda ritarasali naryo risali hamwe nawe, kandi ribe menge rinagumane intwaro zaryo[65]. Abahakanye bifuza ko mwarangara mukibagirwa intwaro zanyu n’imitwaro yanyu bakabagwa gitumo. Ariko nta kosa kuri mwe gushyira intwaro hasi igihe mufite imbogamizi z’imvura cyangwa murwaye, gusa mukaba menge. Mu by’ukuri, Allah yateguriye abahakanyi ibihano bisuzuguza.","[65] Uyu murongo ugaragaza uburyo bwihariye bwo gukora iswala mu gihe cy’urugamba."
596,4,103,"103. Nimurangiza gusali, mujye musingiza Allah muhagaze, mwicaye, munaryamye. Ariko mu gihe mutekanye, mujye muhozaho iswala (mu buryo busanzwe). Mu by’ukuri, iswala[66] ku bemera ni itegeko ryashyiriweho igihe kigenwe.","[66] Reba uko twasobanuye umurongo wa 3 muri iyi Surat."
597,4,104,"104. Kandi ntimuzacike intege mu gukurikirana abanzi, kuko niba mubabara na bo bababara nkamwe, ariko mukiringira (ibihembo) kwa Allah; bo batiringira. Kandi Allah ni Umumenyi uhebuje, Nyirubugenge buhambaye.",""
598,4,105,"105. Mu by’ukuri, twaguhishuriye igitabo (Qur’an) gikubiyemo ukuri, kugira ngo ukiranure abantu ukoresheje ibyo Allah yakwigishije, kandi ntukavuganire abahemu.",""
599,4,106,"106. Unasabe Allah kukubabarira; mu by’ukuri, Allah ni Ubabarira ibyaha, Nyirimpuhwe.",""
600,4,107,"107. Kandi ntukavuganire ba bandi bihemukira ubwabo. Mu by’ukuri, Allah ntakunda umuhemu, umunyabyaha.",""
601,4,108,"108. Bihisha abantu (bagakora ibibi), ariko ntibashobora kwihisha Allah; kuko aba ari kumwe na bo igihe barara bacura imigambi y’imvugo atishimira. Kandi Allah azi neza ibyo bakora.",""
602,4,109,"109. Dore mwe murabavuganira mu buzima bwo ku isi; ariko se ni nde uzagisha impaka Allah abavuganira ku munsi w’imperuka, cyangwa se ni nde uzababera umuhagararizi?",""
603,4,110,"110. N’ukoze ikibi cyangwa akihemukira, hanyuma agasaba imbabazi Allah, azasanga Allah ari Ubabarira ibyaha, Nyirimpuhwe.",""
604,4,111,"111. N’ukoze icyaha aba akikoreye we ubwe (ingaruka zacyo ziba kuri we), kandi Allah ni Umumenyi uhebuje, Nyirubugenge buhambaye.",""
605,4,112,"112. N’ukoze igicumuro cyangwa icyaha hanyuma akakigereka ku mwere, rwose aba yikoreye ikinyoma gikomeye n’icyaha kigaragara.",""
606,4,113,"113. Iyo bitaza kuba ingabire n’impuhwe bya Allah kuri wowe (Muhamadi), agatsiko muri bo kari gushaka kukuyobya; nyamara ntawe bayobya uretse kuba bakwiyobya ubwabo, kandi nta n’icyo bagutwara. Allah yaguhishuriye igitabo (Qur’an) n’ubushishozi (Sunat) anakwigisha ibyo utari uzi. Kandi ingabire za Allah kuri wowe zirahambaye.",""
607,4,114,"114. Nta cyiza na kimwe kiba muri byinshi mu biganiro byabo by’ibanga, keretse (ibiganiro) by’ubwiriza gutanga amaturo, gukora ibikorwa byiza cyangwa kunga abantu. N’uzakora ibyo agamije kwishimirwa na Allah, tuzamugororera ibihembo bihambaye.",""
608,4,115,"115. N’uzanyuranya n’Intumwa (Muhamadi) nyuma y’uko umuyoboro w’ukuri umugaragariye, agakurikira inzira itari iy’abemera; tuzamurekera mu byo yahisemo, ndetse tumwinjize mu muriro wa Jahanamu, kandi ni ryo shyikiro ribi.",""
609,4,116,"116. Mu by’ukuri, Allah ntababarira (icyaha cyo) kumubangikanya, ahubwo ababarira ibitari icyo k’uwo ashaka. Kandi ubangikanya Allah, rwose aba ayobye bikabije.",""
610,4,117,"117. (Abasenga ibitari Allah) nta kindi basenga kitari ibigirwamana by’ibigore mu cyimbo cya (Allah), kandi nta n’ikindi basenga kitari Shitani wigometse,",""
611,4,118,"118. Allah akaba yaramuvumye. Nuko (Shitani na we) aravuga ati “Rwose (ndahiye ko) nzagira bamwe mu bagaragu bawe nigarurira.”",""
612,4,119,"119. Kandi rwose nzabayobya, nzabizeza ibinyoma, kandi nzabategeka guca amatwi y’amatungo[67], nzanabategeka guhindura kamere ndemano y‘ibiremwa bya Allah. Kandi uzagira Shitani inshuti aretse Allah, azaba agize igihombo kigaragara.","[67]Guca amatwi y’amatungo byakorwaga n’ababangikanyamana nk’ikimenyetso cyarangaga amatungo yagombaga kumurikirwa ibigirwamana."
613,4,120,"120. (Shitani) abasezeranya (ibinyoma), akanabizeza (ibyo batazabona). Kandi nta cyo Shitani abizeza kitari ibishuko;",""
614,4,121,"121. Abo ubuturo bwabo ni umuriro wa Jahanamu, kandi ntibazabona aho bawuhungira.",""
615,4,122,"122. Naho ba bandi bemeye bakanakora ibikorwa byiza, tuzabinjiza mu busitani butembamo imigezi, bazabamo ubuziraherezo. Isezerano rya Allah ni ukuri; ni nde uvuga ukuri kurusha Allah?",""
616,4,123,"123. (Kwinjizwa mu ijuru) ntibizaba ku bw’ibyifuzo byanyu cyangwa ku bw’ibyifuzo by’abahawe igitabo. Uzakora ikibi azagihanirwa kandi ntazagira umurinzi cyangwa umutabazi utari Allah.",""
617,4,124,"124. N’uzakora ibitunganye, yaba uw’igitsina gabo cyangwa uw’igitsina gore, kandi akaba ari umwemera, abo bazinjira mu Ijuru kandi ntibazigera bahuguzwa habe n’iyo byaba ikingana n’intimatima.",""
618,4,125,"125. Ni nde waba intungane mu idini kurusha uwicisha bugufi imbere ya Allah akaba ari n’ukora ibyiza, ndetse akanakurikira idini ritunganye rya Aburahamu utarabangikanyije Allah. Kandi Allah yagize Aburahamu inshuti magara!",""
619,4,126,"126. Kandi ibiri mu birere n’ibiri mu isi ni ibya Allah; ndetse Allah azi neza buri kintu.",""
620,4,127,"127. Baranagusobanuza ku byerekeye abagore, vuga uti “Allah abaciriye iteka ku birebana na bo, ndetse n’ibyo musomerwa mu gitabo byerekeye abakobwa b’imfubyi ba bandi mudaha ibyo bagenewe (inkwano, umurage...), kandi mugashaka kubarongora. Kandi (arabasobanurira) ibijyanye n’abana (bakiri bato) b’abanyantege nke ndetse no kugirira ubutabera imfubyi. Kandi ibyiza byose mukora Allah ni Umumenyi wabyo uhebuje.",""
621,4,128,"128. Kandi umugore natinya kubuzwa amahoro n’umugabo we cyangwa kumuta nta cyaha kuri bo kuba bakwiyunga, kandi kwiyunga ni byo byiza. Ariko imitima y’abantu yaremanywe ubugugu. Nimukora neza (mubanira neza abagore banyu) mukanatinya Allah (mutabagabanyiriza ibyo bagenewe); mu by’ukuri, Allah azi byimazeyo ibyo mukora.",""
622,4,129,"129. Nta n’ubwo muzigera mushobora kugira uburinganire (mu rukundo) hagati y’abagore kabone n’ubwo mwakwitwararika. Bityo, ntimuzabogamire cyane (kuri umwe muri bo, mumugenera igihe kinini n’amafunguro arenze) mugasiga abandi ari nka ba nyirantabwa. Kandi nimutunganya ibikorwa byanyu (mubagirira ubutabera) mukanatinya Allah, mu by’ukuri Allah ni Ubabarira ibyaha, Nyirimpuhwe.",""
623,4,130,"130. Ariko (abashakanye) nibaramuka batandukanye, Allah azakungahaza buri wese muri bo mu ngabire ze. Kandi Allah ni Uhebuje mu gutanga, Nyirubugenge buhambaye.",""
624,4,131,"131. Ibiri mu birere n’ibiri mu isi byose ni ibya Allah. Kandi mu by’ukuri, twategetse abahawe Igitabo mbere yanyu ndetse namwe ubwanyu ko mugomba gutinya Allah. Ariko nimuhakana, mu by’ukuri (mumenye ko) ibiri mu birere n’ibiri mu isi byose ari ibya Allah, kandi Allah ni Uwihagije, Ushimwa bihebuje.",""
625,4,132,"132. Kandi ibiri mu birere n’ibiri mu isi byose ni ibya Allah. Ndetse Allah arahagije kuba Umurinzi.",""
626,4,133,"133. Aramutse abishatse yabakuraho, yemwe bantu, maze akazana abandi. Kandi ibyo Allah arabishoboye.",""
627,4,134,"134. Ushaka ibihembo byo ku isi, (azirikane ko) mu by’ukuri kwa Allah hari ibihembo by’isi n’imperuka. Kandi Allah ni Uwumva cyane, Ubona bihebuje.",""
628,4,135,"135. Yemwe abemeye! Mube abahagararizi b’ubutabera, abatangabuhamya kubera Allah, kabone n’ubwo mwaba mwishinja ubwanyu, mushinja ababyeyi cyangwa abo mufitanye isano. N’ubwo (utangwaho ubuhamya) yaba ari umukungu cyangwa umukene (ntimuzagire uwo mubera), Allah ni We w’ibanze kuri bo bombi. Bityo ntimuzakurikire irari ngo ribabuze kugira ubutabera; kandi nimutanga ubuhamya bw’ikinyoma cyangwa mukirengagiza (ukuri), mu by’ukuri, Allah ni Umumenyi uhebuje w’ibyo mukora.",""
629,4,136,"136. Yemwe abemeye! Nimwemere Allah, Intumwa ye (Muhamadi), Igitabo (Qur’an) yahishuriye Intumwa ye ndetse n’ibitabo yahishuye mbere. Kandi uzahakana Allah, abamalayika be, ibitabo bye, intumwa ze ndetse n’umunsi w’imperuka, rwose azaba ayobye bikabije.",""
630,4,137,"137. Mu by’ukuri ba bandi bemeye hanyuma bagahakana, maze bakongera bakemera nanone bakongera bagahakana, hanyuma bakarushaho kongera ubuhakanyi, Allah ntabwo azabababarira kandi nta n’ubwo azabayobora inzira (itunganye).",""
631,4,138,"138. Geza inkuru ku ndyarya y’uko zizahanishwa ibihano bibabaza,",""
632,4,139,"139. Ba bandi bagira abahakanyi inshuti baretse abemera, ese baba babashakaho igitinyiro? Mu by’ukuri, icyubahiro cyose ni icya Allah.",""
633,4,140,"140. Kandi rwose mwahishuriwe mu gitabo ko igihe muzajya mwumva amagambo ya Allah ahakanwa cyangwa se akerenswa, mutazajya mwicarana na bo (abayahakana n’abayakerensa), kugeza ubwo bahinduye bakajya mu bindi biganiro bitari ibyo. (Nimutagenza mutyo) ni ukuri, muzaba mubaye nka bo. Mu by’ukuri, Allah azakoranyiriza indyarya n’abahakanyi bose mu muriro wa Jahanamu.",""
634,4,141,"141. Ba bandi (indyarya) babatega iminsi, maze mwagira intsinzi iturutse kwa Allah, bakavuga bati “Ese ntitwari kumwe namwe?” Nyamara iyo abahakanyi batsinze barababwira bati “Ese ntitwabateye ingabo mu bitugu (tukabakingira ikibaba) tukanabarinda abemera?” Allah azabakiranura ku munsi w’imperuka, kandi Allah ntazigera aha abahakanyi ubushobozi bwo gutsinda abemera.",""
635,4,142,"142. Mu by’ukuri indyarya zishaka kuryarya Allah, ariko We akaburizamo uburyarya bwazo. N’iyo bahagurutse bagiye gusali, bahagurukana ubunebwe biyereka abantu, kandi ntibibuka Allah uretse gake.",""
636,4,143,"143. Baba bahuzagurika hagati aho (hagati y’Abayisilamu n’abahakanyi); ntibabe muri aba cyangwa muri bariya. Kandi uwo Allah yarekeye mu buyobe ntiwamubonera inzira (imuyobora).",""
637,4,144,"144. Yemwe abemeye! Ntimukagire abahakanyi inshuti muretse abemera. Ese murashaka ko (ubwo bucuti bwanyu na bo) bwaba ikimenyetso kigaragara kuri Allah cy’uko mutemera (by’ukuri)?",""
638,4,145,"145. Mu by’ukuri indyarya zizaba ziri mu ndiba y’umuriro, kandi (yewe Muhamadi) ntuzababonera umutabazi.",""
639,4,146,"146. Uretse ba bandi bicujije bagakora ibikorwa bitunganye, bagafatana urunana ku idini rya Allah, kandi bagatunganya idini ryabo kubera Allah, abo bazaba bari kumwe n’abemera. Rwose Allah azahemba abemeramana ibihembo bihambaye.",""
640,4,147,"147. Ese Allah byamwungura iki kubahana, igihe mumushimira mukanamwemera? Kandi Allah ni Ushima (abagaragu be), Umumenyi uhebuje.",""
641,4,148,"148. Allah ntakunda (ko umuntu) yigamba ibibi yakoze mu ruhame, uretse uwarenganyijwe (ushobora kuvuga ibibi by’uwamurenganyije). Kandi Allah ni Uwumva bihebuje, Umumenyi uhebuje.",""
642,4,149,"149. Mwashyira icyiza ahagaragara cyangwa mukagihisha, cyangwa se mukababarira ikibi; mu by’ukuri, Allah ni Uhanaguraho ibyaha, Ushobora byose.",""
643,4,150,"150. Mu by’ukuri ba bandi bahakana Allah n’Intumwa ze, bakanashaka gutandukanya Allah n’Intumwa ze, bavuga bati “Twemera zimwe tugahakana izindi”, bagashaka kugira inzira yo hagati no hagati (itari iy’ukwemera cyangwa iya gihakanyi)",""
644,4,151,"151. Abo ni bo bahakanyi nyabo, kandi twateguriye abahakanyi ibihano bisuzuguza.",""
645,4,152,"152. Naho ba bandi bemeye Allah n’intumwa ze, ntibagire iyo barobanura muri zo, abo (Allah) azabaha ibihembo byabo, kandi Allah ni Ubabarira ibyaha, Nyirimpuhwe.",""
646,4,153,"153. Abahawe igitabo (Abayahudi) bagusaba ko ubamanurira igitabo giturutse mu ijuru. Mu by’ukuri, basabye Musa ibirenze ibyo, ubwo bamubwiraga bati “Twereke Allah imbona nkubone”, maze bagahita bakubitwa n’ikibatsi cy’umuriro w’inkuba kubera guhakana kwabo. Nuko bigirira akamasa (ikigirwamana) nyuma y’uko ibimenyetso bigaragara bibagezeho. Ariko ibyo twarabibababariye. Twanahaye Musa ibimenyetso bigaragara.",""
647,4,154,"154. Tuzamura hejuru yabo umusozi wa Twuur (wa Sinayi) kubera (kurenga ku) isezerano ryabo rikomeye. Turababwira tuti “Nimwinjire mu marembo (ya Yeruzalemu) mwicishije bugufi, turanababwira tuti “Ntimuzarengere isabato.” Kandi twagiranye na bo isezerano rikomeye (ariko ntibaryubahiriza).",""
648,4,155,"155. (Ndetse twarabavumye) kubera kwica kwabo isezerano rikomeye, guhakana amagambo ya Allah, kwica abahanuzi babarenganyije ndetse no kuvuga bati “Imitima yacu irapfundikiye (ntiyumva).” Ahubwo Allah yarayidanangiye kubera ubuhakanyi bwabo, bityo ntibemera uretse gake.",""
649,4,156,"156. Kandi (twarabavumye) kubera ubuhakanyi bwabo n’imvugo yabo yuje ikinyoma gihambaye bagiriye Mariyamu (bamushinja ubusambanyi).",""
650,4,157,"157. No ku bw’imvugo yabo igira iti “Rwose twishe Mesiya Isa (Yesu) mwene Mariyamu (Mariya), Intumwa ya Allah.” Nyamara ntibamwishe kandi ntibanamubambye; ahubwo (bishe banabamba) uwahawe ishusho ye. Kandi mu by’ukuri ba bandi batabivuzeho rumwe, baracyamushidikanyaho (bibaza niba uwishwe yari Yesu cyangwa usa na we). Nta bumenyi nyakuri babifiteho usibye gukurikira ibyo bakeka. Kandi rwose ntibamwishe.",""
651,4,158,"158. Ahubwo Allah yamuzamuye iwe. Kandi Allah ni Umunyacyubahiro bihebuje, Nyirubugenge buhambaye.",""
652,4,159,"159. Kandi nta n’umwe mu bahawe igitabo utazamwemera mbere yo gupfa kwe[68]. Kandi no ku munsi w’imperuka azaba umuhamya wabo.","[68]Mbere yo gupfa kwe bifite ibisobanuro bibiri:
- Bisobanuye ko nyuma y’uko Yesu azagaruka ku isi avuye mu Ijuru aho ari ubu, nawe igihe cye cyo gupfa kizagera. Aho rero ni ho abataramwemeraga cyangwa abamwemeraga ukundi bamwita Imana, bazemera nyabyo ko ari Intumwa y’Imana atari Imana.
-Mbere yo gupfa k’uwahawe igitabo (Umuyahudi cyangwa Umunaswara); ubwo Malayika ushinzwe gukuramo roho z’ibiremwa azaba amugezeho, icyo gihe ni bwo yemera ko Yesu yari intumwa ya Allah atari Imana, nyamara uko kwemera nta cyo kuba kukimumariye."
653,4,160,"160. Kubera ibikorwa bibi by’Abayahudi no gukumira (abantu) cyane kugana inzira ya Allah, twabaziririje ibyiza (mu biribwa) byari bibaziruriwe.",""
654,4,161,"161. No kwakira Riba[69] kwabo kandi barayibujijwe, ndetse no kurya imitungo y’abantu kwabo mu buriganya. Kandi abahakanyi muri bo twabateguriye ibihano bibabaza.","[69] Reba ibisobanuro by’iri jambo muri Surat ul Baqarat, umurongo wa 275."
655,4,162,"162. Cyakora abacengeye mu bumenyi muri bo n’abemera; bemera ibyo wahishuriwe ndetse n’ibyahishuwe mbere yawe; bagahozaho iswala[70], abatanga amaturo, ndetse n’abemera Allah n’umunsi w’imperuka; abo tuzabahemba ibihembo bihambaye.","[70] Reba uko twasobanuye umurongo wa 3 muri iyi Suratul Baqarat."
656,4,163,"163. Mu by’ukuri, twaguhishuriye (ubutumwa) nk’uko twahishuriye Nuhu (Nowa) n’abahanuzi baje nyuma ye, twanahishuriye Ibrahim (Aburahamu), Ismail (Ishimayeli), Is’haq (Isaka), Yaqub (Yakobo) n’urubyaro rwe, Issa (Yesu), Ayub (Yobu), Yunus (Yonasi), Haruna (Aroni) na Sulaiman (Salomoni); naho Dawud (Dawudi) twamuhaye Zaburi.",""
657,4,164,"164. Kandi (twohereje) Intumwa twakubwiye ibyazo mbere (y’ihishurwa ry’uyu murongo), hakaba n’intumwa tutakubwiye ibyazo. Kandi Allah yavugishije Musa mu buryo butaziguye.",""
658,4,165,"165. Izo ntumwa zitanga inkuru nziza zinaburira, kugira ngo abantu batazagira urwitwazo kwa Allah nyuma yo kohereza intumwa. Kandi Allah ni Umunyacyubahiro bihebuje, Nyirubugenge buhambaye.",""
