"Translation Info:
#---------------------------
647,4,154,"(تەۋرات شەرىئىتىنى قوبۇل قىلمىغانلىقلىرى سەۋەبلىك) ئۇلاردىن ئەھدە ئالماق ئۈچۈن ئۈستىگە تۇر (تېغى) نى تىكلەپ قويدۇق، ئۇلارغا: «(بەيتۇلمۇقەددەس) دەرۋازىسىدىن سەجدە قىلغان ھالدا كىرىڭلار» دېدۇق ھەمدە ئۇلارغا: «شەنبىنىڭ ھۆرمىتىنى ساقلاڭلار (يەنى شەنبىدە بېلىق تۇتۇش بىلەن ھەددىڭلاردىن ئاشماڭلار)» دېدۇق. ئۇلاردىن (بۇ ھەقتە) مەھكەم ۋەدە ئالدۇق[154].",""
648,4,155,"ئۇلار ئەھدىنى بۇزغانلىقلىرى، ئاللاھنىڭ ئايەتلىرىنى ئىنكار قىلغانلىقلىرى، پەيغەمبەرلەرنى ناھەق ئۆلتۈرگەنلىكلىرى ۋە (مۇھەممەد ئەلەيھىسسالامغا) دىللىرىمىز پەردىلەنگەن (يەنى سۆزۈڭنى چۈشەنمەيمىز) دېگەنلىكلىرى ئۈچۈن (ئۇلارغا لەنەت قىلدۇق)، بەلكى ئاللاھ ئۇلارنىڭ كۇفرى سەۋەبىدىن دىللىرىنى پېچەتلىۋەتتى، شۇڭا ئۇلارنىڭ ئازغىنىسىدىن باشقىسى ئىمان ئېيتمايدۇ[155].",""
649,4,156,"يەنە ئۇلارنىڭ كۇفرى (يەنى ئىيسا ئەلەيھىسسالامنى ئىنكار قىلغانلىقلىرى) ئۈچۈن ۋە مەريەمگە چوڭ بوھتان چاپلىغانلىقلىرى ئۈچۈن (ئۇلارغا لەنەت قىلدۇق)[156].",""
650,4,157,"يەنە ئاللاھنىڭ رەسۇلى ئىيسا ئىبنى مەريەمنى ھەقىقەتەن ئۆلتۈردۇق دېگەنلىكلىرى ئۈچۈن (ئۇلارغا لەنەت قىلدۇق). ۋاھالەنكى، ئۇلارنىڭ ئىيسانى ئۆلتۈرگىنىمۇ يوق، دارغا ئاسقىنىمۇ يوق ۋەلېكىن ئۇلارغا شۈبھە سېلىندى (يەنى ئىيسانى ئاستۇق دەپ گۇمان قىلىپ، ئىيسا ئەلەيھىسسالامغا ئوخشاپ قالغان باشقا بىرسىنى ئاستى). ئىيسا توغرىسىدا ئىختىلاپ قىلىشقانلار ھەقىقەتەن ئۇنىڭ ئۆلتۈرۈلگەنلىكى (مەسىلىسى) دە شۈبھىدىدۇر. ئۇلار بۇ (ئىشنىڭ ھەقىقىتى) نى بىلمەيدۇ، گۇمانغىلا ئاساسلىنىدۇ، ئۇلار ئىيسانى ھەرگىزمۇ ئۆلتۈرمىدى[157].",""
651,4,158,"بەلكى ئاللاھ ئۇنى ئۆز تەرىپىگە كۆتۈردى (يەنى ئىيسا ئەلەيھىسسالامنى ئاللاھ ئۇلارنىڭ شەررىدىن قۇتۇلدۇرۇپ ھۇزۇرىغا ئېلىپ چىقىپ كەتتى). ئاللاھ غالىبتۇر، ھېكمەت بىلەن ئىش قىلغۇچىدۇر[158].",""
652,4,159,"ئەھلى كىتابتىن (يەنى يەھۇدىيلار ۋە ناسارالاردىن) ھەر قاندىقى جان ئۈزۈش ئالدىدا ئۇنىڭغا (يەنى ئىيسانىڭ ھەق پەيغەمبەرلىكى ۋە ئاللاھنىڭ بەندىسى ئىكەنلىكىگە) ئىمان ئېيتىدۇ. ئىيسا قىيامەت كۈنى ئۇلار (يەھۇدىيلارنىڭ ئىيسانى دارغا ئاستۇق دېگەن دەۋاسىنىڭ ۋە ناسارالارنىڭ ئىيسا ئاللاھنىڭ ئوغلى دېگەن دەۋاسىنىڭ يالغانلىقى) غا گۇۋاھ بولىدۇ[159].",""
653,4,160,"يەھۇدىيلارنىڭ قىلغان ھەقسىزلىقلىرى (يەنى زۇلمى ۋە قىلغان گۇناھلىرى)، نۇرغۇن كىشىلەرنى ئاللاھنىڭ يولىدىن (يەنى ئاللاھنىڭ دىنىغا كىرىشتىن) توسقانلىقلىرى، چەكلەنگەن جازانىنى ئالغانلىقلىرى ۋە كىشىلەرنىڭ پۇل ـ ماللىرىنى ناھەق يېگەنلىكلىرى ئۈچۈن، ئۇلارغا (ئىلگىرى) ھالال قىلىنغان پاكىز نەرسىلەرنى ھارام قىلدۇق، ئۇلارنىڭ ئىچىدىن كاپىر بولغانلارغا قاتتىق ئازاب ھازىرلىدۇق[160ـ161].",""
654,4,161,"يەھۇدىيلارنىڭ قىلغان ھەقسىزلىقلىرى (يەنى زۇلمى ۋە قىلغان گۇناھلىرى)، نۇرغۇن كىشىلەرنى ئاللاھنىڭ يولىدىن (يەنى ئاللاھنىڭ دىنىغا كىرىشتىن) توسقانلىقلىرى، چەكلەنگەن جازانىنى ئالغانلىقلىرى ۋە كىشىلەرنىڭ پۇل ـ ماللىرىنى ناھەق يېگەنلىكلىرى ئۈچۈن، ئۇلارغا (ئىلگىرى) ھالال قىلىنغان پاكىز نەرسىلەرنى ھارام قىلدۇق، ئۇلارنىڭ ئىچىدىن كاپىر بولغانلارغا قاتتىق ئازاب ھازىرلىدۇق[160ـ161].",""
655,4,162,"ئۇلارنىڭ ئىچىدىكى بىلىمى چوڭقۇر بولغانلارغا، ساڭا نازىل قىلىنغان كىتابقا (يەنى قۇرئانغا)، سەندىن ئىلگىرى (ئۆتكەن پەيغەمبەرلەرگە) نازىل قىلىنغان كىتابلارغا ئىمان ئېيتىدىغان مۆمىنلەرگە، نامازنى ئۆتىگۈچىلەرگە، زاكات بەرگۈچىلەرگە، ئاللاھقا ۋە ئاخىرەت كۈنىگە ئىمان ئېيتقۇچىلارغا (جەننەتتە مەڭگۈ قېلىشتىن ئىبارەت) كاتتا ئەجىر ئاتا قىلىمىز[162].",""
656,4,163,"(ئى مۇھەممەد!) بىز نۇھقا ۋە ئۇنىڭدىن كېيىنكى پەيغەمبەرلەرگە ۋەھىي قىلغاندەك، ھەقىقەتەن ساڭا ۋەھىي قىلدۇق ھەمدە ئىبىراھىمغا، ئىسمائىلغا، ئىسھاققا، يەئقۇبقا، يەئقۇبنىڭ ئەۋلادلىرىغا، ئىيساغا، ئەييۇبقا، يۇنۇسقا، ھارۇنغا، سۇلايمانغا ۋەھىي قىلدۇق، داۋۇدقا زەبۇرنى ئاتا قىلدۇق[163].",""
657,4,164,"بىز نۇرغۇن پەيغەمبەرلەرنى ئەۋەتتۇق، ئۇلارنىڭ ئارىسىدا ئىلگىرى (ئى مۇھەممەد!) ساڭا بايان قىلغانلىرىمىزمۇ بار، ساڭا بايان قىلمىغانلىرىمىزمۇ بار، ئاللاھ مۇساغا (بىۋاسىتە) سۆز قىلدى[164].",""
658,4,165,"ئەۋەتىلگەن پەيغەمبەرلەردىن كېيىن ئاللاھنىڭ ئالدىدا كىشىلەر (يەنى پەيغەمبەر ئەۋەتىلگەن بولسا ئەلۋەتتە ئىمان ئېيتاتتىم ۋە ئىتائەت قىلاتتىم دېگۈچىلەر) گە باھانە بولۇپ قالماسلىقى ئۈچۈن، (ئىتائەت قىلغۇچىلارغا جەننەت بىلەن) خۇشخەۋەر بەرگۈچى، (ئاسىيلىق قىلغۇچىلارنى دوزاختىن) ئاگاھلاندۇرغۇچى پەيغەمبەرلەرنى ئەۋەتتۇق، ئاللاھ غالىبتۇر، ھېكمەت بىلەن ئىش قىلغۇچىدۇر[165].",""
659,4,166,"(يەھۇدىيلار ۋە ناسارالار سېنىڭ پەيغەمبەرلىكىڭگە گۇۋاھلىق بەرمىسە گۇناھى ئۆزىگە) لېكىن ئاللاھ ساڭا نازىل قىلغان قۇرئان ئارقىلىق (پەيغەمبەرلىكىڭگە) گۇۋاھلىق بېرىدۇ، ئاللاھ قۇرئاننى (باشقىلار بىلمەيدىغان ئۆزىگە خاس) ئىلمى بىلەن نازىل قىلدى. پەرىشتىلەرمۇ (ئاللاھ ساڭا نازىل قىلغان قۇرئانغا ۋە پەيغەمبەرلىكىڭگە) گۇۋاھلىق بېرىدۇ، (باشقىلار گۇۋاھلىق بەرمىگەندىمۇ) ئاللاھنىڭ گۇۋاھلىقى يېتەرلىكتۇر[166].",""
660,4,167,"شۈبھىسىزكى، كاپىر بولغانلار ۋە (كىشىلەرنى) ئاللاھنىڭ يولىدىن توسقانلار ھەقىقەتەن قاتتىق ئازدى[167].",""
661,4,168,"شۈبھىسىزكى، كاپىر بولغانلار ۋە زۇلۇم قىلغانلارنى ئاللاھ مەغپىرەت قىلمايدۇ، توغرا يولغىمۇ (يەنى جەننەتنىڭ يولىغىمۇ) باشلىمايدۇ[168].",""
662,4,169,"(ئۇلارنى) پەقەت جەھەننەمنىڭ يولىغا قويىۋىتىدۇ، ئۇلار جەھەننەمدە مەڭگۈ قالىدۇ، بۇ (يەنى ئۇلارنى جەھەننەمدە مەڭگۈ قالدۇرۇش) ئاللاھقا ئاسان[169].",""
663,4,170,"ئى ئىنسانلار! پەيغەمبەر (يەنى مۇھەممەد ئەلەيھىسسالام) سىلەرگە پەرۋەردىگارىڭلاردىن ھەق (دىن) ئېلىپ كەلدى. ئىمان ئېيتىڭلاركى، (بۇ) سىلەر ئۈچۈن پايدىلىق، ئەگەر ئىنكار قىلساڭلار (يەنى كۇفرىنى داۋاملاشتۇرساڭلار) (ئاللاھ سىلەردىن بىھاجەت). چۈنكى ئاسمانلاردىكى ۋە زېمىندىكى شەيئىلەرنىڭ ھەممىسى ئاللاھنىڭدۇر (يەنى ئاللاھنىڭ مەخلۇقاتىدۇر، مۈلكىدۇر). ئاللاھ (بەندىلىرىنىڭ ئەھۋالىنى) بىلگۈچىدۇر، ھېكمەت بىلەن ئىش قىلغۇچىدۇر[170].",""
664,4,171,"ئى ئەھلى كىتاب! (يەنى ناسارالار جامائەسى) دىنىڭلاردا ھەددىدىن ئاشماڭلار، ئاللاھنىڭ شەنىگە ھەق (سۆز) دىن باشقىنى ئېيتماڭلار (يەنى ئاللاھقا شېرىكى ۋە بالىسى بولۇشتىن پاك دەپ ئېتىقاد قىلىڭلار). مەسىھ ئىيسا ـ مەريەمنىڭ ئوغلى، پەقەت ئاللاھنىڭ رەسۇلىدۇر (سىلەر گۇمان قىلغاندەك ئاللاھنىڭ ئوغلى ئەمەستۇر)، مەريەمگە ئاللاھنىڭ ئىلقا قىلغان كەلىمىسىدۇر (يەنى ئاتىنىڭ ۋاسىتىسىسىز، ئاللاھنىڭ «ۋۇجۇدقا كەل» دېگەن سۆزىدىن يارىتىلغاندۇر)، ئاللاھ تەرىپىدىن كەلگەن بىر روھتۇر. ئاللاھقا ۋە ئۇنىڭ پەيغەمبەرلىرىگە ئىمان ئېيتىڭلار، ئاللاھ (ئىيسا، مەريەمدىن ئىبارەت) ئۈچتۇر دېمەڭلار، (خۇدا ئۈچ دەيدىغان ئېتىقادتىن) قايتىڭلار، (بۇ) سىلەرگە پايدىلىقتۇر، ئاللاھ پەقەت بىر ئىلاھتۇر، ئاللاھ بالىسى بولۇشتىن پاكتۇر، ئاسمانلاردىكى ۋە زېمىندىكى شەيئىلەرنىڭ ھەممىسى ئاللاھنىڭدۇر (يەنى ئاللاھنىڭ مۈلكىدۇر، مەخلۇقاتىدۇر)، ئاللاھ يېتەرلىك ھامىيدۇر[171].",""
665,4,172,"مەسىھمۇ، (ئاللاھقا) يېقىن پەرىشتىلەرمۇ ئاللاھقا بەندە بولۇشتىن ھەرگىز باش تارتمايدۇ. كىملەركى ئاللاھقا بەندىچىلىك قىلىشتىن باش تارتىدىكەن ۋە كۆرەڭلەپ كېتىدىكەن، (بىلسۇنكى) ئاللاھ ئۇلارنىڭ ھەممىسىنى (قىيامەت كۈنى ھېساب ئېلىش ۋە جازالاش ئۈچۈن) ئۆز دەرگاھىغا توپلايدۇ[172].",""
666,4,173,"ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغانلارغا كەلسەك، ئاللاھ ئۇلارنىڭ (ئەمەللىرىنىڭ) ئەجرىنى تولۇق بېرىدۇ، نېمىتىنى ئۇلارغا ئاشۇرۇپ بېرىدۇ، (ئاللاھقا قۇلچىلىق قىلىشتىن) باش تارتقان ۋە كۆرەڭلەپ كەتكەنلەرگە كەلسەك، ئاللاھ ئۇلارغا قاتتىق ئازاب قىلىدۇ. ئۇلار ئۆزلىرى ئۈچۈن ئاللاھتىن باشقا (ئاللاھنىڭ ئازابىدىن قۇتۇلدۇرىدىغان) ھېچقانداق دوست ۋە ھېچقانداق مەدەتكار تاپالمايدۇ[173].",""
667,4,174,"ئى ئىنسانلار! سىلەرگە پەرۋەردىگارىڭلار تەرىپىدىن (شانلىق مۆجىزىلەر بىلەن كۈچلەندۈرۈلگەن مۇھەممەد ئەلەيھىسسالامدىن ئىبارەت) ئوچۇق دەلىل كەلدى، سىلەرگە روشەن نۇرنى (يەنى قۇرئاننى) نازىل قىلدۇق[174].",""
668,4,175,"ئاللاھقا ئىمان ئېيتقان ۋە ئۇنىڭغا (يەنى قۇرئانغا) چىڭ يېپىشقانلارغا كەلسەك، ئاللاھ ئۇلارنى ئۆز رەھمىتىگە ۋە نېمىتىگە (يەنى جەننىتىگە) داخىل قىلىدۇ ۋە ئۇلارنى توغرا يولغا باشلايدۇ[175].",""
669,4,176,"(ئى مۇھەممەد!) سەندىن (ئاتا ـ ئانىسى، بالىسى يوق مېيىتنىڭ مىراسى توغرۇلۇق) پەتىۋا سورىشىدۇ، ئېيتقىنكى، «ئاللاھ ئاتا ـ ئانىسى، بالىسى يوق كىشى (قالدۇرغان مىراس) توغرىسىدا پەتىۋا بېرىدۇ؛ ئەگەر بىر كىشى ۋاپات بولسا، بالىسى بولمىسا، پەقەت بىر ھەمشىرىسى بولسا، ئۇ تەرەكىنىڭ يېرىمىنى ئالىدۇ. ئەگەر ئۇ ئايالنىڭ بالىسى بولمىسا، ئەر بىر تۇغقىنى ئۇنىڭ ۋارىسى بولىدۇ (يەنى مىراسنىڭ ھەممىسىنى ئالىدۇ). ئەگەر ئىككى ھەمشىرىسى بولسا، ئۇلار تەرەكىنىڭ ئۈچتىن ئىككى ھەسسىسىنى ئالىدۇ. ئەگەر ۋارىسلار ھەم ئەر، ھەم ئايال بىر تۇغقانلار بولسا (ئۇلارنىڭ ئىچىدىكى) بىر ئەرگە ئىككى ئايالنىڭ ھەسسىسى بېرىلىدۇ. ئاداشماسلىقىڭلار ئۈچۈن ئاللاھ سىلەرگە (شەرىئەت ئەھكاملىرىنى) بايان قىلىپ بېرىدۇ. ئاللاھ ھەممە نەرسىنى بىلگۈچىدۇر»[176].",""
670,5,1,"ئى مۆمىنلەر! ئەھدىلەرگە (يەنى ئاللاھ بىلەن سىلەرنىڭ ئاراڭلاردىكى ۋە سىلەرنىڭ ئۆز ئاراڭلاردىكى ئەھدىلەرگە) ۋاپا قىلىڭلار. سىلەرگە ھاراملىقى بايان قىلىنىدىغانلاردىنباشقا، ھايۋانلارنى بوغۇزلىغاندىن كېيىن (يېيىش) ھالال قىلىندى. لېكىن سىلەر ئېھرام (ياكى ھەرەم) دە بولغىنىڭلاردا شىكارنى ھالال سانىماڭلار، شۈبھىسىزكى، ئاللاھ (ھالال ـ ھارام توغرۇلۇق) خالىغان نەرسىنى ھۆكۈم قىلىدۇ[1].",""
671,5,2,"ئى مۆمىنلەر! ئاللاھنىڭ دىنىنىڭ ئالامەتلىرىنى (يەنى ھەجدە تائەتنىڭ بەلگىسى ھېسابلانغان ئىشلارنى) (تەرك ئېتىش بىلەن) چەكلەنگەن ئايلار (دا ئۇرۇش قىلىش) نى، ھەدىيەنى (يەنى كەبىگە ئاتالغان قۇربانلىققا دەخلى ـ تەرۇز قىلىشنى)، قەلادە (يەنى ھەجدە قۇربانلىق قىلىنىدىغان مال ئىكەنلىكىنى بىلدۈرۈش ئۈچۈن ھايۋانغا ئېسىپ قويۇلغان نەرسە) لەرگە (چېقىلىشنى)، پەرۋەردىگارىنىڭ پەزلىنى ۋە رازىلىقىنى تىلەپ بەيتۇللاھقا (ھەج ئۈچۈن ياكى ئۆمرە ئۈچۈن) كەلگۈچىلەرگە (چېقىلىشنى) ھالال سانىماڭلار. ئىھرامدىن چىققان چېغىڭلاردا شىكار قىلساڭلار بولىدۇ. بىرەر قەۋمنىڭ سىلەرنى مەسجىدى ھەرەم (زىيارىتى) دىن توسقانلىقتىن ئىبارەت دۈشمەنلىكى ھەرگىزمۇ سىلەرنىڭ ئۇلارغا چېقىلىشىڭلارغا سەۋەبچى بولمىسۇن. ياخشى ئىشقا ۋە تەقۋادارلىققا ياردەملىشىڭلار، گۇناھقا ۋە زۇلۇمغا ياردەملەشمەڭلار، ئاللاھ (نىڭ ئازابى) دىن قورقۇڭلار، ئاللاھنىڭ ئازابى ھەقىقەتەن قاتتىق[2].",""
672,5,3,"سىلەرگە ئۆزى ئۆلۈپ قالغان ھايۋان، قان، چوشقا گۆشى، ئاللاھتىن غەيرىينىڭ نامى تىلغا ئېلىنىپ بوغۇزلانغان ھايۋان، بوغۇپ ئۆلتۈرۈلگەن ھايۋان، ئۇرۇپ ئۆلتۈرۈلگەن ھايۋان، (ئېگىزدىن) يىقىلىپ ئۆلگەن ھايۋان، (ھايۋانلار تەرىپىدىن) ئۈسۈپ ئۆلتۈرۈلگەن ھايۋان، يىرتقۇچ ھايۋانلار يېرىپ ئۆلتۈرۈپ يېگەن ھايۋان (نىڭ گۆشىنى يېيىش) ھارام قىلىندى. لېكىن (يۇقىرىقى بەش تۈرلۈك ھايۋاندىن جېنى چىقمىغان چاغدا) بوغۇزلىغانلىرىڭلار ھالال بولىدۇ. بۇتلارغا ئېلىپ بېرىلىپ ئۇنىڭ يېنىدا بوغۇزلانغان ھايۋانلار ھارام قىلىندى. ئەزلام (يەنى جاھىلىيەت دەۋرىدە پال ئۈچۈن ئىشلىتىدىغان ئۈچ پارچە ياغاچ) بىلەن پال سېلىشىڭلار ھارام قىلىندى، بۇ گۇناھتۇر، كاپىرلار بۈگۈن سىلەرنىڭ دىنىڭلار (نى يوقىتىش) دىن ئۈمىدىنى ئۈزدى، ئۇلاردىن قورقماڭلار، مەندىن قورقۇڭلار. بۈگۈن سىلەرنىڭ دىنىڭلارنى پۈتۈن قىلدىم، سىلەرگە نېمىتىمنى تاماملىدىم، ئىسلام دىنىنى سىلەرنىڭ دىنىڭلار بولۇشقا تاللىدىم. كىمكى ئاچلىقتا ئىلاجىسىزلىقتىن، گۇناھنى مەقسەت قىلماستىن (ھارام قىلىنغان نەرسىلەرنى يېسە گۇناھ بولمايدۇ)، ئاللاھ مەغپىرەت قىلغۇچىدۇر، بەندىلىرىگە ناھايىتى مېھرىباندۇر[3].",""
673,5,4,"(ئى مۇھەممەد!) ئۇلار سەندىن ئۆزلىرىگە (يېمەك ـ ئىچمەكتىن) نېمىلەرنىڭ ھالال قىلىنغانلىقىنى سورايدۇ، ئېيتقىنكى، «سىلەرگە پاك نەرسىلەر ۋە (ئىت، قارچىغا، قۇشقا ئوخشاش) شىكارغا ئۆگىتىلگەن، سىلەر ئاللاھنىڭ ئۆزۈڭلارغا ئۆگەتكىنى بويىچە ئۆگەتكەن ئوۋچى جانىۋارلارنىڭ شىكار قىلغان نەرسىلىرى ھالال قىلىندى. ئۇلارنىڭ سىلەر ئۈچۈن ئوۋلىغان نەرسىلىرىدىن يەڭلار (ئوۋچى جانىۋارلارنى شىكارغا قويۇپ بەرگەن چېغىڭلاردا) ئاللاھنىڭ نامىنى ياد قىلىڭلار (يەنى بىسمىللاھ دەڭلار)، ئاللاھ (نىڭ ئەمرىگە مۇخالىپەتچىلىك قىلىش) تىن ساقلىنىڭلار، ئاللاھ ھەقىقەتەن تېز ھېساب ئالغۇچىدۇر»[4].",""
674,5,5,"بۈگۈن سىلەرگە پاك نەرسىلەر ھالال قىلىندى، كىتاب بېرىلگەنلەر (يەنى يەھۇدىيلار ۋە ناسارالار) نىڭ تامىقى سىلەرگە ھالالدۇر ۋە سىلەرنىڭ تامىقىڭلار ئۇلارغا ھالالدۇر. مۆمىنلەردىن بولغان ئىپپەتلىك ئاياللارنىڭ، سىلەردىن ئىلگىرى كىتاب بېرىلگەنلەر (يەنى يەھۇدىيلار ۋە ناسارالار) دىن بولغان ئىپپەتلىك ئاياللارنىڭ مەھرىنى بەرسەڭلار، ئىپپەتلىك بولغىنىڭلار ۋە ئاشكارا ـ يوشۇرۇن پاھىشىنى كۆزلىمىگىنىڭلار ھالدا (ئۇلارنى ئالساڭلار)، ئۇلار سىلەرگە ھالالدۇر. كىمكى ئىماندىن يېنىۋالىدىكەن (ياكى شەرىئەت ئەھكاملىرىنى ئىنكار قىلىدىكەن)، ئۇنىڭ ئەمەلى (نىڭ ساۋابى) يوققا چىقىرىلىدۇ، ئاخىرەتتە ئۇ زىيان تارتقۇچىلاردىن بولىدۇ[5].",""
675,5,6,"ئى مۆمىنلەر! (سىلەر تاھارەتسىز بولۇپ) ناماز (ئوقۇماقچى بولۇپ) تۇرغىنىڭلاردا، يۈزۈڭلارنى يۇيۇڭلار، قولۇڭلارنى جەينىكىڭلار بىلەن قوشۇپ يۇيۇڭلار، بېشىڭلارغا مەسھى قىلىڭلار، پۇتۇڭلارنى ئوشۇقۇڭلار بىلەن قوشۇپ يۇيۇڭلار، ئەگەر جۇنۇپ بولساڭلار پاكلىنىڭلار (يەنى غۇسلى قىلىڭلار). ئەگەر كېسەل بولساڭلار (سۇ زىيان قىلىدىغان بولسا) ياكى سەپەر ئۈستىدە بولۇپ (سۇ تاپالمىساڭلار) ياكى سىلەرنىڭ بىرسىڭلار ھاجەتخانىدىن كەلگەن (يەنى تاھارەت سۇندۇرغان) بولساڭلار ياكى ئاياللىرىڭلار بىلەن يېقىنچىلىق قىلغاندىن كېيىن (غۇسلى تاھارەت ئۈچۈن) سۇ تاپالمىساڭلار، پاك تۇپراقتا تەيەممۇم قىلىڭلار، ئۇنىڭ بىلەن يۈزۈڭلارغا، قولۇڭلارغا مەسھى قىلىڭلار، ئاللاھ سىلەرگە مۇشەققەتنى خالىمايدۇ، لېكىن ئاللاھ شۈكۈر قىلىشىڭلار ئۈچۈن سىلەرنى پاك قىلىشنى، (ئىسلام شەرىئىتىنى بايان قىلىش بىلەن) نېمىتىنى سىلەرگە تاماملاشنى خالايدۇ[6].",""
676,5,7,"(ئى مۆمىنلەر!) ئاللاھنىڭ سىلەرگە بەرگەن (ئۇلۇغ) نېمىتىنى ۋە سىلەر بىلەن قىلغان مۇئاھىدىسىنى ئەسلەڭلار. ئەينى زاماندا سىلەر: «ئاڭلىدۇق ۋە ئىتائەت قىلدۇق» دېگەن ئىدىڭلار، ئاللاھتىن قورقۇڭلار (يەنى ئاللاھقا بەرگەن ئەھدىنى بۇزۇشتىن ساقلىنىڭلار). ئاللاھ ھەقىقەتەن (بەندىلىرىنىڭ) دىللىرىدىكى سىرلىرىنى بىلگۈچىدۇر[7].",""
677,5,8,"ئى مۆمىنلەر! ئاللاھنىڭ رىزالىقى ئۈچۈن ئادالەتنى بەرقا قىلىڭلار. ئادىللىق بىلەن گۇۋاھلىق بېرىڭلار، بىرەر قەۋمگە بولغان ئۆچمەنلىكىڭلار (ئۇلارغا) ئادىل بولماسلىقىڭلارغا سەۋەب بولمىسۇن، (دۈشمىنىڭلارغىمۇ) ئادىل بولۇڭلار، بۇ (يەنى ئۇلارغا ئۆچمەن تۇرۇپ ئادىل بولۇشۇڭلار) تەقۋادارلىققا ئەڭ يېقىندۇر، ئاللاھتىن قورقۇڭلار، ئاللاھ ھەقىقەتەن قىلمىشىڭلاردىن خەۋەرداردۇر[8].",""
678,5,9,"ئاللاھ ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغانلارغا مەغپىرەت ۋە كاتتا ساۋاب ۋەدە قىلدى[9].",""
679,5,10,"كاپىر بولغان ۋە بىزنىڭ ئايەتلىرىمىزنى يالغانغا چىقارغان كىشىلەر ئەھلى دوزاختۇر[10].",""
680,5,11,"ئى مۆمىنلەر! ئاللاھنىڭ سىلەرگە بەرگەن (سىلەرنى دۈشمىنىڭلاردىن ساقلىغانلىق) نېمىتىنى ئەسلەڭلار. ئەينى زاماندا بىر جامائە سىلەرگە قوللىرىنى ئۇزاتماقچى (يەنى سىلەرنى ئۆلتۈرمەكچى) بولغان ئىدى، ئاللاھ ئۇلارنىڭ قوللىرىنى سىلەردىن توستى (يەنى سىلەرنى ئۇلارنىڭ زىيانكەشلىك قىلىشىدىن ساقلىدى). ئاللاھتىن (ئاللاھنىڭ ئەمرىنى ئورۇنلاش، مەنئى قىلغان ئىشلىرىدىن چەكلىنىش بىلەن) قورقۇڭلار، مۆمىنلەر ئاللاھقا تەۋەككۈل قىلسۇن[11].",""
681,5,12,"شۈبھىسىزكى، ئاللاھ ئىسرائىل ئەۋلادىدىن مەھكەم ئەھدە ئالدى، ئۇلارنىڭ ئارىسىدىن (يەنى ئون ئىككى ئايماقنىڭ ھەر بىرسىدىن بىردىن) ئون ئىككى باشلىقنى (كېپىللىك ئۈچۈن جەببارلارغا يەنى ئەمالىقەلەرگە) ئەۋەتتۇق ھەمدە ئاللاھ : «مەن سىلەرگە ياردەم بېرىمەن، (ئى ئىسرائىل ئەۋلادى! ئاللاھ بىلەن قەسەمكى) ئەگەر سىلەر نامازنى (تەلەپكە لايىق) ئۆتىسەڭلار، زاكات بەرسەڭلار، پەيغەمبەرلىرىمگە ئىمان ئېيتساڭلار ۋە ئۇلارغا ياردەم بەرسەڭلار، ئاللاھقا قەرزى ھەسەنە بەرسەڭلار (يەنى ئاللاھنىڭ يولىدا پۇل ـ مېلىڭلارنى سەرپ قىلساڭلار)، ئەلۋەتتە سىلەرنىڭ گۇناھىڭلارنى يوققا چىقىرىمەن، سىلەرنى ئەلۋەتتە ئاستىدىن ئۆستەڭلار ئېقىپ تۇرىدىغان جەننەتلەرگە كىرگۈزىمەن. شۇنىڭدىن (يەنى مەھكەم ئەھدىدىن) كېيىن سىلەردىن كىمكى (ئەمر قىلغان نەرسىلىرىمنى) ئىنكار قىلىدىكەن، ئۇ ئەلۋەتتە توغرا يولدىن ئازغان بولىدۇ» دېدى[12].",""
682,5,13,"ئەھدىنى بۇزغانلىقلىرى ئۈچۈن ئۇلارنى رەھمىتىمىزدىن يىراق قىلدۇق، ئۇلارنىڭ دىللىرىنى (ئىماننى قوبۇل قىلىشقا يۇمشىمايدىغان دەرىجىدە) قاتتىق قىلدۇق، ئۇلار (تەۋراتنىڭ) سۆزلىرىنى ئۆزگەرتىۋېتىدۇ، ئۇلار (تەۋراتتا) ئۆزلىرى ئۈچۈن قىلىنغان نەسىھەتنىڭ بىر قىسمىنى ئۇنتۇدى. (ئى مۇھەممەد!) ئۇلارنىڭ ئازغىنىسىدىن باشقىسىنىڭ خىيانەت قىلغانلىقىنى بايقاپ تۇرىسەن، (ئەگەر تەۋبە قىلسا) ئۇلارنى ئەپۇ قىلغىن، (ئەگەر ئىمان ئېيتسا) ئۇلارنى كەچۈرگىن، ئاللاھ ھەقىقەتەن ياخشىلىق قىلغۇچىلارنى دوست تۇتىدۇ[13].",""
683,5,14,"بىز ناسارامىز دېگەنلەردىنمۇ (ئاللاھنى بىر دەپ تونۇشقا ۋە مۇھەممەد ئەلەيھىسسالامغا ئىمان ئېيتىشقا) مەھكەم ئەھدە ئالدۇق، ئۇلار (ئىنجىلدا) ئۆزلىرىگە قىلىنغان نەسىھەتنىڭ بىر قىسمىنى ئۇنتۇدى، (بۇنىڭ جازاسى ئۈچۈن) ئۇلارنىڭ ئارىسىغا قىيامەتكىچە ئاداۋەت ۋە دۈشمەنلىك سالدۇق، (شۇ چاغدا) ئاللاھ ئۇلارغا قىلمىشلىرىنى ئېيتىپ بېرىدۇ (يەنى ئۇلار ئۆزلىرىنىڭ قەبىھ ئەمەللىرىنىڭ جازاسىنى تارتىدۇ)[14].",""
